masv,dien_tt,diem_tt,lop12_matinh,lop12_matruong,TEN_TRUONG
A0434F8CXPvAibaEXe/5DpC15pEkHVXkLwQx5xPV,THPT,24.5,30,39,THPT Nguy?n CÙng Tr?
A32C3933XPvAibaEXe/5DpC15pEkHfkVgqjVq1jx,THPT,24.25,42,21,THPT Di Linh
CBD3DA4AXPvAibaEXe/5DpC15pEkHeU94/iQwdB7,THPT,20.75,48,19,THPT V?n Hi?n
512A4A72XPvAibaEXe/5DpC15pEkHRxUI1NlbvJO,THPT,25.75,37,1,Qu?c H?c Quy Nh?n
B5B9BDD3XPvAibaEXe8kGcWiFCcO6QC9wPvG2Vze,THPT,25.75,52,11,THPT Nguy?n B?nh KhiÍm
D7243CEBXPvAibaEXe8kGcWiFCcO6XTZMUMoSVW9,THPT,19.75,49,5,THPT Th? Th?a
737CACE5XPvAibaEXe8kGcWiFCcO6VDhqxPqj+pt,THPT,25,47,15,THPT Nguy?n Th? Minh Khai
8A3C61C3XPvAibaEXe8kGcWiFCcO6cCaPR2fU+qE,THPT,24.5,2,66,THPT Gia ??nh
D1E6E771XPvAibaEXe8kGcWiFCcO6R59sG8lyAuf,THPT,26.25,49,60,THPT chuyÍn Long An
1ADFCC78XPvAibaEXe8kGcWiFCcO6cvsTtdtjc0z,THPT,23.75,52,49,Tr??ng THPT B?ng Ri?ng
026C80C5XPvAibaEXe8kGcWiFCcO6X+kqE6zW6qM,THPT,23.25,37,32,THPT S? 2 Ph˘ M?
B076E306XPvAibaEXe8kGcWiFCcO6TaJPNqMpBZO,THPT,24.75,42,4,THCS & THPT Chi L?ng - ?‡ L?t
DA958B07XPvAibaEXe8kGcWiFCcO6YjADM1e3Gf6,THPT,26.5,25,77,THPT C H?i H?u
356671CFXPvAibaEXe9Y6XKwco8jydE+Qs28iZwD,THPT,25.75,34,35,THPT Hi?p ??c
E37BF33CXPvAibaEXe9Y6XKwco8jyUy8xdOxIJZW,THPT,25,21,44,THPT H?ng ??o
2F5BD724XPvAibaEXe9Y6XKwco8jyXjo0C5N13+r,THPT,26,40,9,THPT LÍ H?ng Phong
CD41215AXPvAibaEXe9Y6XKwco8jySH2ncUeG2Ze,THPT,23.25,2,93,THPT L˝ Th??ng Ki?t
75DF55F6XPvAibaEXe9Y6XKwco8jyWo4T8tmYG82,THPT,23.75,49,60,THPT chuyÍn Long An
E3F10A8EXPvAibaEXe9Y6XKwco8jye7qm3Gd9doU,THPT,22,2,72,THPT Th? ??c
6A089A70XPvAibaEXe9Y6XKwco8jyUczq4xBb32o,THPT,24.75,2,66,THPT Gia ??nh
D281A27EXPvAibaEXe9Y6XKwco8jybe1BRvd9haj,THPT,25.75,2,54,THPT Tr?n H?ng ??o
9C93288BXPvAibaEXe9Y6XKwco8jyUtklb5XaVU9,THPT,24,41,16,THPT Nguy?n V?n Tr?i
CA8E34EEXPvAibaEXe9Y6XKwco8jybdDUnwQlE94,THPT,23.25,2,3,THPT Tenl?man
89D783AAXPvAibaEXe/3wuT/psvviWmivpbj6tp5,THPT,23.75,39,5,THPT ChuyÍn L??ng V?n Ch·nh
1CFFB92BXPvAibaEXe/3wuT/psvviazNX/qQ0WRM,THPT,25.5,45,1,THPT Nguy?n Tr„i
65F484B6XPvAibaEXe/3wuT/psvviciTyE0+Jfq5,THPT,22.5,39,5,THPT ChuyÍn L??ng V?n Ch·nh
8DE058A5XPvAibaEXe/3wuT/psvviQxHCteLZzBq,THPT,24.25,34,35,THPT Hi?p ??c
3BD02554XPvAibaEXe/3wuT/psvviVIxKx3LsKu5,THPT,21.25,2,50,THPT Tr??ng Chinh
2EAEB066XPvAibaEXe/3wuT/psvviRzJIm6kEp73,THPT,25,40,13,THPT Vi?t ??c
8DD612F2XPvAibaEXe/3wuT/psvviRxXsPy37L06,THPT,27.25,28,140,THPT T?nh Gia 4
98CFC349XPvAibaEXe/3wuT/psvvidM+3cBtY3+i,THPT,20.25,42,48,THPT L?c Th‡nh
AFE5419DXPvAibaEXe+ItThaeWSaTsNM9vU7lE1g,THPT,25.25,37,37,THPT Nguy?n Tr‚n
063FA88DXPvAibaEXe+ItThaeWSaTndzLvy0hCWF,THPT,25,37,16,THPT S? 2 An Nh?n
274FB275XPvAibaEXe+ItThaeWSaTjA1i5TggkW2,THPT,26,39,6,THPT LÍ Trung KiÍn
1E0BA31FXPvAibaEXe+ItThaeWSaThFU9Ihxnb8T,THPT,25.25,43,26,THPT Ph??c BÏnh
045380DDXPvAibaEXe+ItThaeWSaTjqzWjK/+ZK7,THPT,24.5,45,17,THPT chuyÍn LÍ QuÌ ?Ùn
BFE9D48FXPvAibaEXe+ItThaeWSaTrt2+Vu0aqqP,THPT,21,50,40,THPT H?ng Ng? 1
6D3100A0XPvAibaEXe+ItThaeWSaTqU3766OnnEm,THPT,24.5,51,86,THPT Nguy?n Hi?n
F6FA6330XPvAibaEXe+ItThaeWSaTvj+HY2vqD2T,THPT,23.25,33,13,THPT Nguy?n ?Ïnh Chi?u
99C336CFXPvAibaEXe+ItThaeWSaTo52ObCq6Olf,THPT,25.25,37,37,THPT Nguy?n Tr‚n
F57A1736XPvAibaEXe+ItThaeWSaTv8D7aWTVVQf,THPT,24.75,2,70,THPT Nguy?n H?u Hu‚n
BC2ACBAEXPvAibaEXe+NqszRBbPDtwT58F1jqpzD,THPT,24.75,44,45,THCS-THPT Nguy?n Khuy?n
A23F32D0XPvAibaEXe+NqszRBbPDt0L1LCiqtCDU,THPT,22.5,2,68,THPT Ph˙ Nhu?n
5DE7205DXPvAibaEXe+NqszRBbPDt+fGwJyhS5HN,THPT,23.75,43,29,THPT LÍ Qu˝ ?Ùn
7407D08DXPvAibaEXe+NqszRBbPDt+s094RsYnJL,THPT,20.25,37,10,THPT S? 1 Tuy ph??c
7BB10987XPvAibaEXe+NqszRBbPDt+dLyyaYOyag,THPT,24,43,5,THPT H˘ng V??ng
2D6E3B9AXPvAibaEXe+NqszRBbPDt/WsaQ0UkhD7,THPT,22.75,32,16,THPT Th? x„ Qu?ng Tr?
F4FA2B15XPvAibaEXe+NqszRBbPDt9G3cqKocHsJ,THPT,24.5,2,17,THPT H˘ng V??ng
CC1BE9F4XPvAibaEXe+NqszRBbPDty51v94rQVP2,THPT,23.75,2,53,THPT Nguy?n CÙng Tr?
1482B2BEXPvAibaEXe+NqszRBbPDt4/vNAay2XsH,THPT,23,56,30,THPT ChuyÍn B?n Tre
256844D6XPvAibaEXe92uUBt7zfwrT/g0tSI3mpf,THPT,18.75,24,13,THPT B Ph? L˝
09CE92DEXPvAibaEXe92uUBt7zfwrZWZ1+Hb4Qhs,THPT,20.75,2,260,TH THCS v‡ THPT Qu?c V?n S‡i GÚn
9EA5AD13XPvAibaEXe92uUBt7zfwrQgm4FsORSw0,THPT,23,2,37,THPT Ph??c Long
BCB10D47XPvAibaEXe92uUBt7zfwrfm+6m0Wsyvl,THPT,24.5,2,60,THPT Tr?n Ph˙
67B08E41XPvAibaEXe92uUBt7zfwrT4ApqjDuA+s,THPT,19.75,2,46,THPT Nam K? Kh?i Ngh?a
B37A5C4FXPvAibaEXe92uUBt7zfwrYq2UKjzgtwQ,THPT,23.5,46,30,THPT Nguy?n ChÌ Thanh (Tr??c 01/02/2020)
B3CA17D6XPvAibaEXe81r7KrCH0ucyLianm1B7C7,THPT,24,30,21,THPT H??ng KhÍ
BEE21314XPvAibaEXe81r7KrCH0uczusmR9lDfYE,THPT,20,42,32,THPT ?a? Te?h
5258E240XPvAibaEXe81r7KrCH0ucwU9T9oMIcsn,THPT,22.75,38,33,Tr??ng THPT Nguy?n T?t Th‡nh
B18AAB4EXPvAibaEXe81r7KrCH0uc7g8hlQ6gOzO,THPT,23,46,3,THPT chuyÍn Ho‡ng LÍ Kha
86053F82XPvAibaEXe81r7KrCH0uc8qhbnpGNt/A,THPT,20,52,7,THPT Nguy?n Th? Minh Khai
03F0FDF5XPvAibaEXe81r7KrCH0uc/DWUtJIS0l8,THPT,23.5,34,37,THPT Ti?u La
004E12B9XPvAibaEXe81r7KrCH0uc0uxBtoBw4BG,THPT,24,56,20,THPT Phan Thanh Gi?n
45E035D5XPvAibaEXe81r7KrCH0ucwTataqufjSX,THPT,24.5,56,2,THPT Nguy?n ?Ïnh Chi?u
A6169055XPvAibaEXe81r7KrCH0uc4QKxDeoWYb4,THPT,24.25,49,60,THPT chuyÍn Long An
29DF8880XPvAibaEXe8qh9FRNDK+MdJj6YmUts3P,THPT,23.75,56,2,THPT Nguy?n ?Ïnh Chi?u
F24ECB8DXPvAibaEXe8qh9FRNDK+MSP8dv3PW7SX,THPT,24.25,49,60,THPT chuyÍn Long An
E6CC2B78XPvAibaEXe8qh9FRNDK+MRxBWkJKR49H,THPT,23.75,56,24,THPT NgÙ V?n C?n
9C91781BXPvAibaEXe8qh9FRNDK+MaMODbE9t/5h,THPT,23.75,56,75,THPT LÍ Ho‡i ?Ùn
164FCE73XPvAibaEXe8qh9FRNDK+Mco5qzpzeyXe,THPT,24.75,56,20,THPT Phan Thanh Gi?n
AFB55145XPvAibaEXe8zLb/HLFGxHn2aSAgsz7V6,∆ØT-ƒêHQG,26.5,2,66,THPT Gia ??nh
DA0EA4DBXPvAibaEXe8zLb/HLFGxHmDCFojsFiPO,∆ØT-ƒêHQG,27.73,34,10,THPT chuyÍn LÍ Th·nh TÙng
BF7644D0XPvAibaEXe9TvOBYlD1INudm9JCY1WZy,∆ØT-ƒêHQG,28.07,51,8,THPT ChuyÍn Th? Khoa Ngh?a
FBBD4151XPvAibaEXe9TvOBYlD1INm1G8TkUYUun,∆ØT-ƒêHQG,27.97,31,4,THPT ChuyÍn Vı NguyÍn Gi·p
1A04F18CXPvAibaEXe9TvOBYlD1INpsgmJU+295y,∆ØT-ƒêHQG,23.7,47,13,THPT ChuyÍn Tr?n H?ng ??o
D1BD1CF3XPvAibaEXe9TvOBYlD1INpw/fOwRA5ES,∆ØT-ƒêHQG,25.17,32,24,THPT chuyÍn LÍ Qu˝ ?Ùn
516D8A44XPvAibaEXe9TvOBYlD1INuk2LQp0T6U7,∆ØT-ƒêHQG,25.27,31,4,THPT ChuyÍn Vı NguyÍn Gi·p
E0C5ACB1XPvAibaEXe9TvOBYlD1INk4J53zB7/3s,∆ØT-ƒêHQG,22.9,34,10,THPT chuyÍn LÍ Th·nh TÙng
2817A649XPvAibaEXe9tVd6vhP62h/qBPlmt3VOS,∆ØT-ƒêHQG,26.3,31,4,THPT ChuyÍn Vı NguyÍn Gi·p
0CD1AC6BXPvAibaEXe9tVd6vhP62h3/dWX/lnb8D,∆ØT-ƒêHQG,25.63,43,42,THPT chuyÍn BÏnh Long
97C8C0FFXPvAibaEXe9tVd6vhP62h6ZH9lGhIrgu,∆ØT-ƒêHQG,24.83,43,42,THPT chuyÍn BÏnh Long
3C1B8FD6XPvAibaEXe9tVd6vhP62hzaHhRsdB39M,∆ØT-ƒêHQG,24.47,2,9,THPT LÍ Qu˝ ?Ùn
F0DDE2E8XPvAibaEXe9tVd6vhP62h6WlGDFtlvFt,∆ØT-ƒêHQG,28.13,2,19,Ph? ThÙng N?ng Khi?u ?HQG TP. HCM
DDFCFEE0XPvAibaEXe9tVd6vhP62h1/MJMRnX5y0,∆ØT-ƒêHQG,24.77,34,10,THPT chuyÍn LÍ Th·nh TÙng
75211209XPvAibaEXe9tVd6vhP62hx/1o5G0gk7R,∆ØT-ƒêHQG,28.73,2,66,THPT Gia ??nh
A0B312FEXPvAibaEXe9tVd6vhP62hwHf3WOU6N8+,∆ØT-ƒêHQG,24.23,57,15,THPT chuyÍn Nguy?n B?nh KhiÍm
98831704XPvAibaEXe/YCV++RiavqK4I8w80IlV7,∆ØT-ƒêHQG,26.7,2,245,THCS v‡ THPT Nguy?n Khuy?n
7070E160XPvAibaEXe/YCV++RiavqBk5/5ukZCsV,∆ØT-ƒêHQG,26.63,2,66,THPT Gia ??nh
BA44ED79XPvAibaEXe/YCV++RiavqMMeSK1nWETl,∆ØT-ƒêHQG,26.03,31,4,THPT ChuyÍn Vı NguyÍn Gi·p
004BA243XPvAibaEXe/YCV++RiavqMD2sFfZ4KOh,∆ØT-ƒêHQG,24.73,43,42,THPT chuyÍn BÏnh Long
C3465EBFXPvAibaEXe/YCV++RiavqB8eq7xCW1uG,∆ØT-ƒêHQG,25.7,31,4,THPT ChuyÍn Vı NguyÍn Gi·p
C00275E6XPvAibaEXe/YCV++RiavqOErFb3GW5CH,∆ØT-ƒêHQG,25.77,59,3,THPT ChuyÍn Nguy?n Th? Minh Khai
58E092F7XPvAibaEXe/YCV++RiavqOx26rcljRjy,∆ØT-ƒêHQG,24.53,43,42,THPT chuyÍn BÏnh Long
4B9C91EEXPvAibaEXe/n5tUN5i+oISrPE8vmYFDh,∆ØT-ƒêHQG,26.43,37,3,THPT chuyÍn LÍ Qu˝ ?Ùn
434FE0B5XPvAibaEXe/n5tUN5i+oIaaaONia817b,∆ØT-ƒêHQG,27.6,46,3,THPT chuyÍn Ho‡ng LÍ Kha
8FE9610CXPvAibaEXe/n5tUN5i+oIeSHzF1HXYHV,∆ØT-ƒêHQG,25.33,34,10,THPT chuyÍn LÍ Th·nh TÙng
2A130168XPvAibaEXe92Umf5pb/ttokcv74N9o3t,∆ØT-ƒêHQG,25.03,34,10,THPT chuyÍn LÍ Th·nh TÙng
731DC506XPvAibaEXe92Umf5pb/ttljHVz+dLZqN,∆ØT-ƒêHQG,23.77,37,3,THPT chuyÍn LÍ Qu˝ ?Ùn
EC0E204BXPvAibaEXe92Umf5pb/ttm+OJa0U0aSz,∆ØT-ƒêHQG,26.4,46,3,THPT chuyÍn Ho‡ng LÍ Kha
3CD1D0E9XPvAibaEXe92Umf5pb/tttzMixAKhFrF,∆ØT-ƒêHQG,26.2,32,24,THPT chuyÍn LÍ Qu˝ ?Ùn
B34A7723XPvAibaEXe92Umf5pb/ttlJTXh8eJRJk,∆ØT-ƒêHQG,25.13,39,5,THPT ChuyÍn L??ng V?n Ch·nh
1FB8F707XPvAibaEXe92Umf5pb/ttrUuITocnKot,∆ØT-ƒêHQG,27.13,2,20,Trung h?c Th?c h‡nh ??i h?c S? ph?m
4C91FC64XPvAibaEXe92Umf5pb/ttn5JQ3WRiOHb,∆ØT-ƒêHQG,25.2,2,245,THCS v‡ THPT Nguy?n Khuy?n
BE1A9ABEXPvAibaEXe92Umf5pb/ttjv+Q4aigMmx,∆ØT-ƒêHQG,23.1,50,23,THPT chuyÍn Nguy?n Quang DiÍu
903C6BBDXPvAibaEXe9puzAyruoCKVqw9bMN4OX4,∆ØT-ƒêHQG,24.87,60,9,THPT ChuyÍn B?c LiÍu
32F1D5A6XPvAibaEXe9puzAyruoCKfbLKFeVYo2s,∆ØT-ƒêHQG,24.87,34,7,THPT chuyÍn Nguy?n B?nh KhiÍm
1C26DB5BXPvAibaEXe9puzAyruoCKen7yYzlAqUe,∆ØT-ƒêHQG,25.07,39,5,THPT ChuyÍn L??ng V?n Ch·nh
ED115863XPvAibaEXe9puzAyruoCKVqmP5JLKX2e,∆ØT-ƒêHQG,25.73,45,17,THPT chuyÍn LÍ QuÌ ?Ùn
EBC8B8A3XPvAibaEXe9puzAyruoCKT2ugJpFJXJJ,∆ØT-ƒêHQG,27.8,2,9,THPT LÍ Qu˝ ?Ùn
8B6B6B01XPvAibaEXe9puzAyruoCKY5SIobrPyeV,∆ØT-ƒêHQG,22.97,2,66,THPT Gia ??nh
FF2B9DBAXPvAibaEXe9puzAyruoCKVMfh6DmGn2b,∆ØT-ƒêHQG,25.7,29,7,THPT ChuyÍn - ??i h?c Vinh
0869AC1AXPvAibaEXe9puzAyruoCKS8Bvkqa7arm,∆ØT-ƒêHQG,24.77,37,3,THPT chuyÍn LÍ Qu˝ ?Ùn
6C9F895BXPvAibaEXe+HzQxlRR1WqlTiMVpTfIwT,∆ØT-ƒêHQG,24.4,34,10,THPT chuyÍn LÍ Th·nh TÙng
18525DEDXPvAibaEXe+HzQxlRR1WqmWJsb+9TIt/,∆ØT-ƒêHQG,25.77,41,17,THPT chuyÍn LÍ Qu˝ ?Ùn
6BC6AB5CXPvAibaEXe+HzQxlRR1Wqkif9T6N0XEg,∆ØT-ƒêHQG,25.77,37,3,THPT chuyÍn LÍ Qu˝ ?Ùn
9F2D75ABXPvAibaEXe+HzQxlRR1WqvW0JF6iuyHG,∆ØT-ƒêHQG,25.7,4,2,THPT Phan Ch‚u Trinh
0E334238XPvAibaEXe+HzQxlRR1WqkuqdQWw/DpZ,∆ØT-ƒêHQG,23.97,2,66,THPT Gia ??nh
C823CE1EXPvAibaEXe+HzQxlRR1WqgSUS8Sq0yXO,∆ØT-ƒêHQG,27.67,42,8,THPT ChuyÍn Th?ng Long - ?‡ L?t
3E1131D1XPvAibaEXe+HzQxlRR1WqlCVRKuTCn0N,∆ØT-ƒêHQG,26.37,47,13,THPT ChuyÍn Tr?n H?ng ??o
48D4446FXPvAibaEXe9gPSUylTm3ET/fdrYxdjTz,∆ØT-ƒêHQG,23.7,37,3,THPT chuyÍn LÍ Qu˝ ?Ùn
F5C4F8EBXPvAibaEXe9gPSUylTm3ERLAXI5puk0I,∆ØT-ƒêHQG,24.27,49,60,THPT chuyÍn Long An
55484735XPvAibaEXe9gPSUylTm3EbcTwdENbajt,∆ØT-ƒêHQG,24.77,52,4,THPT ChuyÍn LÍ Qu˝ ?Ùn
AD93FC3EXPvAibaEXe9gPSUylTm3Een2CDukKkME,∆ØT-ƒêHQG,26.93,50,23,THPT chuyÍn Nguy?n Quang DiÍu
A4B49526XPvAibaEXe9gPSUylTm3ETaYqjE6gC2l,∆ØT-ƒêHQG,23.87,52,1,THPT V?ng T‡u
E983FACAXPvAibaEXe9gPSUylTm3ERA0ZVDEgm1G,∆ØT-ƒêHQG,27.53,31,4,THPT ChuyÍn Vı NguyÍn Gi·p
CDAE9C3BXPvAibaEXe9gPSUylTm3ESJ4xQeyyi3P,∆ØT-ƒêHQG,25.2,38,5,Tr??ng THPT ChuyÍn H˘ng V??ng
D6CBA8B9XPvAibaEXe9w3p4OJXtSaL9uuW+eShrr,∆ØT-ƒêHQG,24.83,31,4,THPT ChuyÍn Vı NguyÍn Gi·p
295D810DXPvAibaEXe9w3p4OJXtSaO3ho0joVaGm,∆ØT-ƒêHQG,26.67,29,7,THPT ChuyÍn - ??i h?c Vinh
1A2F347DXPvAibaEXe9w3p4OJXtSaH3pe+7nT8n+,∆ØT-ƒêHQG,24.17,2,66,THPT Gia ??nh
EC10B227XPvAibaEXe9w3p4OJXtSaDRBcgh4NOxe,∆ØT-ƒêHQG,25.73,58,12,THPT ChuyÍn Nguy?n Thi?n Th‡nh
CA461E1BXPvAibaEXe9w3p4OJXtSaLWSb+3jvozg,∆ØT-ƒêHQG,27.1,4,5,THPT chuyÍn LÍ Qu˝ ?Ùn
64E71961XPvAibaEXe9w3p4OJXtSaDM21QEwHvJa,∆ØT-ƒêHQG,25.1,41,15,THPT L˝ T? Tr?ng
6A58FA75XPvAibaEXe+LOVcofflPOmoYdTK9mEGh,∆ØT-ƒêHQG,25.07,50,23,THPT chuyÍn Nguy?n Quang DiÍu
F2BE62BCXPvAibaEXe+LOVcofflPOkxkCIGQyioz,∆ØT-ƒêHQG,25.47,1,11,THPT chuyÍn Khoa h?c t? nhiÍn
A74DBA04XPvAibaEXe+LOVcofflPOq3iOHPPSI9K,∆ØT-ƒêHQG,26.4,39,5,THPT ChuyÍn L??ng V?n Ch·nh
CDDDCE8BXPvAibaEXe+LOVcofflPOioTO/v1hZpn,∆ØT-ƒêHQG,25.23,31,4,THPT ChuyÍn Vı NguyÍn Gi·p
0103EBB9XPvAibaEXe+LOVcofflPOp4M1bu/q8RE,∆ØT-ƒêHQG,24.03,2,10,THPT Nguy?n Th? Minh Khai
40288A20XPvAibaEXe9p2uXWEeSl6h1jkCzbLgM9,∆ØT-ƒêHQG,26.37,2,66,THPT Gia ??nh
EAA332FDXPvAibaEXe9p2uXWEeSl6ocKGetWDEPh,∆ØT-ƒêHQG,24.53,50,23,THPT chuyÍn Nguy?n Quang DiÍu
9F3A2199XPvAibaEXe9p2uXWEeSl6g+qT5CGgkj7,∆ØT-ƒêHQG,27.83,2,66,THPT Gia ??nh
F3329B64XPvAibaEXe9p2uXWEeSl6ugoB3kGHO9C,∆ØT-ƒêHQG,25,32,24,THPT chuyÍn LÍ Qu˝ ?Ùn
5CAC932AXPvAibaEXe9p2uXWEeSl6nZ4xyTHcwcH,∆ØT-ƒêHQG,27.2,2,16,THPT chuyÍn LÍ H?ng Phong
11581EACXPvAibaEXe9p2uXWEeSl6iDxUIcLP8qa,∆ØT-ƒêHQG,25.03,46,3,THPT chuyÍn Ho‡ng LÍ Kha
BBE70379XPvAibaEXe9p2uXWEeSl6vOGKHyFx/jN,∆ØT-ƒêHQG,25.13,2,9,THPT LÍ Qu˝ ?Ùn
50CCA1F7XPvAibaEXe/a4DMmDlc8UGQKQqciphV/,∆ØT-ƒêHQG,26.2,2,19,Ph? ThÙng N?ng Khi?u ?HQG TP. HCM
771FBB4DXPvAibaEXe/a4DMmDlc8UC4GnGxUuOtw,∆ØT-ƒêHQG,25.53,50,16,THPT chuyÍn Nguy?n ?Ïnh Chi?u
EDF309ECXPvAibaEXe/a4DMmDlc8UNJ4wQAHL8Ox,∆ØT-ƒêHQG,24.83,39,5,THPT ChuyÍn L??ng V?n Ch·nh
1C04C883XPvAibaEXe/a4DMmDlc8UPJiOuko0ktP,∆ØT-ƒêHQG,26.1,57,15,THPT chuyÍn Nguy?n B?nh KhiÍm
2E094578XPvAibaEXe/a4DMmDlc8UB3GbbG4Q0zX,∆ØT-ƒêHQG,26.77,31,4,THPT ChuyÍn Vı NguyÍn Gi·p
56BD6434XPvAibaEXe/a4DMmDlc8UEL9For+TSgJ,∆ØT-ƒêHQG,24.3,50,23,THPT chuyÍn Nguy?n Quang DiÍu
8FAC9716XPvAibaEXe/a4DMmDlc8UGDCsdNvkCLG,∆ØT-ƒêHQG,25.67,29,7,THPT ChuyÍn - ??i h?c Vinh
DA9E9F81XPvAibaEXe+Xbs+mKMRabaaBamOKgFJe,∆ØT-ƒêHQG,25.83,2,9,THPT LÍ Qu˝ ?Ùn
A2352072XPvAibaEXe+Xbs+mKMRabT2j1xBeE7sX,∆ØT-ƒêHQG,26.2,2,66,THPT Gia ??nh
8F600222XPvAibaEXe+Xbs+mKMRabXIYU3IFhUBb,∆ØT-ƒêHQG,25.37,49,60,THPT chuyÍn Long An
597966AFXPvAibaEXe+Xbs+mKMRabRzHYo2DoTJS,∆ØT-ƒêHQG,25.73,32,24,THPT chuyÍn LÍ Qu˝ ?Ùn
A445ECF9XPvAibaEXe+Xbs+mKMRabbMHL+G5IjWQ,∆ØT-ƒêHQG,25.57,50,16,THPT chuyÍn Nguy?n ?Ïnh Chi?u
78D001B0XPvAibaEXe+Xbs+mKMRabTSRMoEMPzuk,∆ØT-ƒêHQG,25.07,2,53,THPT Nguy?n CÙng Tr?
F803888BXPvAibaEXe9Notw1bhKSwrtyJF1fDmf1,∆ØT-ƒêHQG,26.23,56,30,THPT ChuyÍn B?n Tre
FC1DE214XPvAibaEXe9Notw1bhKSwn6Ga/2HYQoq,∆ØT-ƒêHQG,21.83,34,7,THPT chuyÍn Nguy?n B?nh KhiÍm
8A3A4958XPvAibaEXe9Notw1bhKSwuFyC7YI8KCM,∆ØT-ƒêHQG,26.73,38,5,Tr??ng THPT ChuyÍn H˘ng V??ng
6FCD9674XPvAibaEXe9Notw1bhKSwkACKRlIb21+,∆ØT-ƒêHQG,25.07,56,30,THPT ChuyÍn B?n Tre
B65CE2C1XPvAibaEXe9Notw1bhKSwsVGF2evh4c9,∆ØT-ƒêHQG,26.67,39,5,THPT ChuyÍn L??ng V?n Ch·nh
E2F71669XPvAibaEXe9Notw1bhKSwkqhPVQ+vmh2,∆ØT-ƒêHQG,25.03,43,42,THPT chuyÍn BÏnh Long
254BC02AXPvAibaEXe9Notw1bhKSwvmb/dvpsFX1,∆ØT-ƒêHQG,26.2,31,4,THPT ChuyÍn Vı NguyÍn Gi·p
1216FD23XPvAibaEXe9i7Lm5hcsAn0w5am+Ugp5M,∆ØT-ƒêHQG,25.13,49,60,THPT chuyÍn Long An
B9EBC8FBXPvAibaEXe9i7Lm5hcsAnw/BWuFfj+yF,∆ØT-ƒêHQG,26.37,31,4,THPT ChuyÍn Vı NguyÍn Gi·p
363C25EFXPvAibaEXe9i7Lm5hcsAn/ocI7rKCyS7,∆ØT-ƒêHQG,23.4,31,4,THPT ChuyÍn Vı NguyÍn Gi·p
627DDC03XPvAibaEXe9i7Lm5hcsAnwqPqEtCDfQc,∆ØT-ƒêHQG,25.33,57,15,THPT chuyÍn Nguy?n B?nh KhiÍm
CA4507DEXPvAibaEXe9i7Lm5hcsAnzuibwt5a5Id,∆ØT-ƒêHQG,27.63,34,7,THPT chuyÍn Nguy?n B?nh KhiÍm
0862B608XPvAibaEXe9i7Lm5hcsAnxxUOt0fMFu4,∆ØT-ƒêHQG,27.77,29,6,THPT ChuyÍn Phan B?i Ch‚u
E8A50C92XPvAibaEXe+MmAntcCanjFHytG9GDVOw,∆ØT-ƒêHQG,26.8,2,66,THPT Gia ??nh
13938ECDXPvAibaEXe+MmAntcCanjCp+h90ZbrNL,∆ØT-ƒêHQG,26.93,2,68,THPT Ph˙ Nhu?n
191751CDXPvAibaEXe+MmAntcCanjCt6F1Cp0eEC,∆ØT-ƒêHQG,25.57,31,4,THPT ChuyÍn Vı NguyÍn Gi·p
2F0C4733XPvAibaEXe+MmAntcCanjBGPcdCVOjwi,∆ØT-ƒêHQG,28.73,2,66,THPT Gia ??nh
A98F5E60XPvAibaEXe+MmAntcCanjPq3CSgxyfJZ,∆ØT-ƒêHQG,24.7,39,5,THPT ChuyÍn L??ng V?n Ch·nh
399DDFEAXPvAibaEXe9U/AuCAN8zZ/ZscG9vZe50,∆ØT-ƒêHQG,27.87,56,30,THPT ChuyÍn B?n Tre
455055AEXPvAibaEXe9U/AuCAN8zZ6JRyL3Sc8O9,∆ØT-ƒêHQG,26.7,55,13,THPT ChuyÍn L˝ T? Tr?ng
4F92F1B8XPvAibaEXe9U/AuCAN8zZwjs25rk6zCN,∆ØT-ƒêHQG,24.37,37,3,THPT chuyÍn LÍ Qu˝ ?Ùn
9335D2DEXPvAibaEXe9U/AuCAN8zZ2/mO12qCzRs,∆ØT-ƒêHQG,27.6,57,15,THPT chuyÍn Nguy?n B?nh KhiÍm
D80B0ED4XPvAibaEXe9U/AuCAN8zZxI8PsSV1kbw,∆ØT-ƒêHQG,25.77,34,7,THPT chuyÍn Nguy?n B?nh KhiÍm
B63533ADXPvAibaEXe9U/AuCAN8zZwWnu+1ZOSWa,∆ØT-ƒêHQG,25.97,39,5,THPT ChuyÍn L??ng V?n Ch·nh
F2C0D01EXPvAibaEXe87zPkGv/PdblLnRljWKqTv,∆ØT-ƒêHQG,26.07,45,17,THPT chuyÍn LÍ QuÌ ?Ùn
1308511EXPvAibaEXe87zPkGv/PdbpaE6yU8ahwD,∆ØT-ƒêHQG,26.1,51,8,THPT ChuyÍn Th? Khoa Ngh?a
64E673DAXPvAibaEXe87zPkGv/PdbkEEX8vUst3m,∆ØT-ƒêHQG,26.6,2,66,THPT Gia ??nh
E595362AXPvAibaEXe87zPkGv/Pdbq+CabdelSKb,∆ØT-ƒêHQG,24.83,2,19,Ph? ThÙng N?ng Khi?u ?HQG TP. HCM
86FE43D4XPvAibaEXe87zPkGv/Pdbt3Q4ufmJASb,∆ØT-ƒêHQG,26,57,15,THPT chuyÍn Nguy?n B?nh KhiÍm
BB1053B1XPvAibaEXe87zPkGv/Pdbsur3Xj25dvi,∆ØT-ƒêHQG,26.5,2,66,THPT Gia ??nh
