id, masv, listening, reading, total, mamh, ghichu
1652,DE7FD669XPvAibaEXe/iGey/Hml5ut9z8r6sVFwH, NULL, NULL,44, ENG01, NULL
1654,355E9171XPvAibaEXe/iGey/Hml5upK2tVIqsOuI, NULL, NULL,70, ENG01, NULL
1655,509CCDAAXPvAibaEXe/iGey/Hml5umnhIyjMYYVi, NULL, NULL,63, ENG01, NULL
1656,28AF632AXPvAibaEXe/iGey/Hml5uqTu+Pin9ZPX, NULL, NULL,32, AVSC, NULL
1657,3B2EA3B7XPvAibaEXe/iGey/Hml5umruCSvdzVz/, NULL, NULL,94, ENG02, NULL
1659,EBFAF43FXPvAibaEXe/iGey/Hml5usiIH6gpBvGO, NULL, NULL,41, ENG01, NULL
1660,8B568DA0XPvAibaEXe/iGey/Hml5ul4JptKf6cgz, NULL, NULL,53, ENG01, NULL
1661,245799E9XPvAibaEXe915NmCViXOMOsXJEuDBWev, NULL, NULL,70, ENG01, NULL
1662,BF0F7ABBXPvAibaEXe915NmCViXOMM3ldr4t2Ekg, NULL, NULL,91, ENG02, NULL
1663,E133FBD9XPvAibaEXe915NmCViXOMHhiIi1WBaWv, NULL, NULL,55, ENG01, NULL
1664,052DD070XPvAibaEXe915NmCViXOMIckuNlCM3i6, NULL, NULL,43, ENG01, NULL
1665,FFC5E1C7XPvAibaEXe915NmCViXOMEuHDtaXvcWR, NULL, NULL,37, AVSC, NULL
1666,FEE05FB9XPvAibaEXe915NmCViXOMFwrIvjs1nyi, NULL, NULL,48, ENG01, NULL
1667,78348465XPvAibaEXe915NmCViXOMBUhsU8mmHEB, NULL, NULL,89, ENG02, NULL
1668,15AA8239XPvAibaEXe/IOsuN/I5gh7smeDF+lIQ2, NULL, NULL,42, ENG01, NULL
1669,40CAF9E4XPvAibaEXe/IOsuN/I5gh+6l+u1dc+eJ, NULL, NULL,62, ENG01, NULL
1670,124EE34AXPvAibaEXe/IOsuN/I5gh23gEyKxyh8c, NULL, NULL,65, ENG01, NULL
1671,B0C747AEXPvAibaEXe/IOsuN/I5gh/v9qXeixtVd, NULL, NULL,49, ENG01, NULL
1672,2A6FAB56XPvAibaEXe/IOsuN/I5gh/8Jfgdvjfl9, NULL, NULL,73, ENG02, NULL
1673,3B01E703XPvAibaEXe/IOsuN/I5gh+gBRarEmWvk, NULL, NULL,86, ENG02, NULL
1674,D2B86842XPvAibaEXe/IOsuN/I5gh1/n8BawSvPr, NULL, NULL,57, ENG01, NULL
1675,B9F99D1BXPvAibaEXe/IOsuN/I5gh7nm2KYyRrf8, NULL, NULL,48, ENG01, NULL
1676,F8264BB5XPvAibaEXe+A3Tjfwxprouvz3KzMMOwL, NULL, NULL,55, ENG01, NULL
1677,D0AE1BFCXPvAibaEXe+A3TjfwxproqLZsgUsfm+E, NULL, NULL,42, ENG01, NULL
1678,688AD0F0XPvAibaEXe+A3TjfwxprolQPmwWz78oz, NULL, NULL,51, ENG01, NULL
1679,B6126502XPvAibaEXe+A3TjfwxprotWa32HEOZiB, NULL, NULL,75, ENG02, NULL
1680,7F926D52XPvAibaEXe+A3Tjfwxprojp89WZoXXiu, NULL, NULL,65, ENG01, NULL
1681,F64E5752XPvAibaEXe+A3Tjfwxpros2BoCpvvfsI, NULL, NULL,90, ENG02, NULL
1682,C4CDF08DXPvAibaEXe+A3Tjfwxprolaug7IFmXDk, NULL, NULL,53, ENG01, NULL
1683,E904F32CXPvAibaEXe9exxmVkEmOje8D/Bj+kGiF, NULL, NULL,67, ENG01, NULL
1684,B5BEF93FXPvAibaEXe9exxmVkEmOjQJ2B0xplyqv, NULL, NULL,62, ENG01, NULL
1685,F55A322AXPvAibaEXe9exxmVkEmOjRUzednipos/, NULL, NULL,77, ENG02, NULL
1686,4CDF7D4AXPvAibaEXe9exxmVkEmOjdba0nx5vC13, NULL, NULL,41, ENG01, NULL
1687,7ADE97C3XPvAibaEXe9exxmVkEmOjevTn+ICxE2z, NULL, NULL,43, ENG01, NULL
1688,C75EC022XPvAibaEXe9exxmVkEmOjZd1CW/0SRA0, NULL, NULL,46, ENG01, NULL
1689,2472A653XPvAibaEXe9exxmVkEmOjbd5Wbw2yQnx, NULL, NULL,52, ENG01, NULL
1690,CA6C7872XPvAibaEXe/baq/wvVlH/rxDMQPyZz1D, NULL, NULL,68, ENG01, NULL
1691,ED0136C2XPvAibaEXe/baq/wvVlH/nzl+Ie9Y14x, NULL, NULL,47, ENG01, NULL
1692,0085722BXPvAibaEXe/baq/wvVlH/v1E0JmnRemC, NULL, NULL,38, AVSC, NULL
1693,766739DBXPvAibaEXe/baq/wvVlH/pJZf3DjwJdX, NULL, NULL,86, ENG02, NULL
1694,07608346XPvAibaEXe/baq/wvVlH/ioEKQZTR4v2, NULL, NULL,46, ENG01, NULL
1695,6FFC54CDXPvAibaEXe/baq/wvVlH/ox7DZMQruhM, NULL, NULL,41, ENG01, NULL
1696,3D11D120XPvAibaEXe/baq/wvVlH/kAQCmuXtPcp, NULL, NULL,41, ENG01, NULL
1697,F4550AC6XPvAibaEXe/baq/wvVlH/toWePwNhgvv, NULL, NULL,56, ENG01, NULL
1698,2D5C8179XPvAibaEXe/baq/wvVlH/i84B++U9lgu, NULL, NULL,40, ENG01, NULL
1699,8A0EFD72XPvAibaEXe+L4+qEMJ/L9aRGWg6Uyf2X, NULL, NULL,94, ENG02, NULL
1700,A999581FXPvAibaEXe+L4+qEMJ/L9fYDNbEWZgOG, NULL, NULL,75, ENG02, NULL
1701,F06D81B0XPvAibaEXe+L4+qEMJ/L9UjIb2oK9DXa, NULL, NULL,30, AVSC, NULL
1702,0C55F744XPvAibaEXe+L4+qEMJ/L9Xg/KtY2uB7M, NULL, NULL,74, ENG02, NULL
1703,95A27658XPvAibaEXe+L4+qEMJ/L9QOnFJ/kPse7, NULL, NULL,47, ENG01, NULL
1704,9A7A149CXPvAibaEXe+L4+qEMJ/L9adRT1mEdjEq, NULL, NULL,41, ENG01, NULL
1705,63B99375XPvAibaEXe+L4+qEMJ/L9T/sfHR+BFr1, NULL, NULL,43, ENG01, NULL
1706,7CE35C08XPvAibaEXe+L4+qEMJ/L9ayGXcYW/1jo, NULL, NULL,75, ENG02, NULL
1707,9347378BXPvAibaEXe+L4+qEMJ/L9fmuPiPqn+X5, NULL, NULL,55, ENG01, NULL
1708,DE60D948XPvAibaEXe8B6jbWYL2ytIVca7+xa+fX, NULL, NULL,29, AVSC, NULL
1709,D1D5D865XPvAibaEXe8B6jbWYL2ytInXWMU368ct, NULL, NULL,28, AVSC, NULL
1710,BB557CEBXPvAibaEXe8B6jbWYL2ytMUhmW+0CYlZ, NULL, NULL,64, ENG01, NULL
1711,BA30EE30XPvAibaEXe8B6jbWYL2ytKLky20f+13D, NULL, NULL,46, ENG01, NULL
1712,80C9E79AXPvAibaEXe8B6jbWYL2ytJw1GV8fZ6RW, NULL, NULL,48, ENG01, NULL
1713,877F427EXPvAibaEXe8B6jbWYL2ytARzv0I6OK9u, NULL, NULL,87, ENG02, NULL
1714,7A4B058DXPvAibaEXe8B6jbWYL2ytI8EiZkUrCsw, NULL, NULL,45, ENG01, NULL
1715,011E3613XPvAibaEXe8B6jbWYL2ytDqlxqdI7VkC, NULL, NULL,81, ENG02, NULL
1716,AC064BB4XPvAibaEXe8B6jbWYL2ytEx6waLJlrNC, NULL, NULL,52, ENG01, NULL
1717,014AB13EXPvAibaEXe8B6jbWYL2ytNvhs0daeuVk, NULL, NULL,55, ENG01, NULL
1718,74B42B90XPvAibaEXe8t2+lY9eHsFp0QB8jHiQjl, NULL, NULL,77, ENG02, NULL
1719,CB97A650XPvAibaEXe8t2+lY9eHsFofPoQP+L6or, NULL, NULL,61, ENG01, NULL
1720,42BF12EAXPvAibaEXe8t2+lY9eHsFm5deUeWFd2I, NULL, NULL,80, ENG02, NULL
1721,4CD815E5XPvAibaEXe8t2+lY9eHsFj0d8P2Y9Uzx, NULL, NULL,63, ENG01, NULL
1722,DDA186B3XPvAibaEXe8t2+lY9eHsFt2+h60gV5FZ, NULL, NULL,46, ENG01, NULL
1723,B646C4D7XPvAibaEXe8t2+lY9eHsFtgr8DEXq/1u, NULL, NULL,34, AVSC, NULL
1724,2B8081EFXPvAibaEXe8t2+lY9eHsFsZNbw+e7EWx, NULL, NULL,52, ENG01, NULL
1725,FA7547ADXPvAibaEXe8t2+lY9eHsFuSIz6fx/DtL, NULL, NULL,59, ENG01, NULL
1726,2DD3E6DFXPvAibaEXe/nw3DhNQnHf1lQPxyt3uHK, NULL, NULL,39, AVSC, NULL
1727,F1AF1834XPvAibaEXe/nw3DhNQnHf60WkpUCPXjg, NULL, NULL,45, ENG01, NULL
1728,57CC6F79XPvAibaEXe/nw3DhNQnHf87snxdmGLc7, NULL, NULL,57, ENG01, NULL
1729,43386D57XPvAibaEXe/nw3DhNQnHfzJZvI0o00SJ, NULL, NULL,65, ENG01, NULL
1730,08B2C14EXPvAibaEXe/nw3DhNQnHf02cfEIDMqEZ, NULL, NULL,57, ENG01, NULL
1731,2D45BA9BXPvAibaEXe/nw3DhNQnHf2Fnx9IF55yH, NULL, NULL,69, ENG01, NULL
1732,1CA21FE7XPvAibaEXe/nw3DhNQnHf2IEtVzSrRsz, NULL, NULL,60, ENG01, NULL
1733,BCE371D9XPvAibaEXe/nw3DhNQnHfzsc5hFNGIFx, NULL, NULL,56, ENG01, NULL
1734,0E01B42BXPvAibaEXe/nw3DhNQnHfx78goHY5uai, NULL, NULL,67, ENG01, NULL
1735,D127D9ABXPvAibaEXe/nw3DhNQnHf7vpirJnNNNV, NULL, NULL,36, AVSC, NULL
1736,2A0444D8XPvAibaEXe8YlvtcvZCDlX6HDq24dliV, NULL, NULL,69, ENG01, NULL
1737,E6C61EC6XPvAibaEXe8YlvtcvZCDlYtg1BCZ1KoK, NULL, NULL,36, AVSC, NULL
1738,1594A858XPvAibaEXe8YlvtcvZCDlV3AYBmyr/Kn, NULL, NULL,60, ENG01, NULL
1739,EFA7B0CBXPvAibaEXe8YlvtcvZCDlUhJKfH2ifYh, NULL, NULL,48, ENG01, NULL
1740,EB376B49XPvAibaEXe8YlvtcvZCDlc3LiWWIRi7k, NULL, NULL,67, ENG01, NULL
1741,5C4DFCF2XPvAibaEXe8YlvtcvZCDleQPri+W3u5z, NULL, NULL,59, ENG01, NULL
1742,267055F6XPvAibaEXe8YlvtcvZCDlYwsXo+OnCMP, NULL, NULL,82, ENG02, NULL
1743,96C81740XPvAibaEXe8YlvtcvZCDlVP7NjTRSWFb, NULL, NULL,86, ENG02, NULL
1744,EF0159F7XPvAibaEXe8YlvtcvZCDlaUUYuvL8VFl, NULL, NULL,54, ENG01, NULL
1746,A3B16A38XPvAibaEXe+fBpTg8OXoulsFMFhUjAu/, NULL, NULL,72, ENG02, NULL
1747,3B5A2570XPvAibaEXe+fBpTg8OXouiUqUrsrrpm4, NULL, NULL,38, AVSC, NULL
1748,B5ED311BXPvAibaEXe+fBpTg8OXouoJxdPOkwhz5, NULL, NULL,70, ENG01, NULL
1749,05EE77E5XPvAibaEXe+fBpTg8OXousIA2IYzVnHo, NULL, NULL,77, ENG02, NULL
1750,1A70D9FDXPvAibaEXe+fBpTg8OXour/iKgqvP4cm, NULL, NULL,48, ENG01, NULL
1751,6360ECCBXPvAibaEXe+fBpTg8OXousUD5CXpoXJf, NULL, NULL,68, ENG01, NULL
1752,99F828F0XPvAibaEXe+fBpTg8OXoun7X9qxaZjFs, NULL, NULL,63, ENG01, NULL
1753,456F3DABXPvAibaEXe+fBpTg8OXoukkBcZze7Rfx, NULL, NULL,61, ENG01, NULL
1754,3BC3A57BXPvAibaEXe+fBpTg8OXoupFSZJebAGRu, NULL, NULL,46, ENG01, NULL
1755,2935531CXPvAibaEXe+fBpTg8OXouklKrc9OO2/C, NULL, NULL,62, ENG01, NULL
1756,CB548A33XPvAibaEXe+T+pdYLenbrh/MSouM7hbM, NULL, NULL,41, ENG01, NULL
1757,08573CE9XPvAibaEXe+T+pdYLenbrucq28CqwkCu, NULL, NULL,53, ENG01, NULL
1758,9AF6E142XPvAibaEXe+T+pdYLenbriRhLpNmNOlR, NULL, NULL,39, AVSC, NULL
1759,6E1C6806XPvAibaEXe+T+pdYLenbrs1NpbeoDYfY, NULL, NULL,42, ENG01, NULL
1760,CE57739AXPvAibaEXe+T+pdYLenbrvHRkIZwWOV8, NULL, NULL,43, ENG01, NULL
1761,8575BCE8XPvAibaEXe+T+pdYLenbrq6K/k7KlA6S, NULL, NULL,69, ENG01, NULL
1762,A250E6A4XPvAibaEXe+T+pdYLenbrtvSIsNnchc4, NULL, NULL,65, ENG01, NULL
1763,EA90C578XPvAibaEXe+T+pdYLenbroGWp4XpE1fi, NULL, NULL,47, ENG01, NULL
1764,64C7CD4BXPvAibaEXe+T+pdYLenbrg640+xMiapE, NULL, NULL,85, ENG02, NULL
1765,02B1B771XPvAibaEXe/MFNByxh05bwp2psmEm6tl, NULL, NULL,66, ENG01, NULL
1766,854BACA2XPvAibaEXe/MFNByxh05b03wVM7UTjgR, NULL, NULL,38, AVSC, NULL
1767,FD6D28D0XPvAibaEXe/MFNByxh05byrPHkYlzNOq, NULL, NULL,48, ENG01, NULL
1768,8935FA37XPvAibaEXe/MFNByxh05b8RCsO0REEK9, NULL, NULL,57, ENG01, NULL
1769,4D9103C3XPvAibaEXe/MFNByxh05b5IJj//R6UPD, NULL, NULL,64, ENG01, NULL
1770,0C893A49XPvAibaEXe/MFNByxh05b28wNbqwsCec, NULL, NULL,42, ENG01, NULL
1771,1E875540XPvAibaEXe/MFNByxh05b5BrS1i0Rr6P, NULL, NULL,60, ENG01, NULL
1772,D78CCA63XPvAibaEXe/M+/uAwVeHhFsvW6Nr7w4b, NULL, NULL,38, AVSC, NULL
1773,8B9C9D85XPvAibaEXe/M+/uAwVeHhFw+4PtC9yPm, NULL, NULL,69, ENG01, NULL
1774,D4ED7282XPvAibaEXe/M+/uAwVeHhHldEPTAO8Mm, NULL, NULL,65, ENG01, NULL
1775,AF93F8A0XPvAibaEXe/M+/uAwVeHhGHEsoMp+ofs, NULL, NULL,82, ENG02, NULL
1776,65307159XPvAibaEXe/M+/uAwVeHhF0l8PPcZeCL, NULL, NULL,58, ENG01, NULL
1777,CC4635AEXPvAibaEXe/M+/uAwVeHhL/CCuA5pOSu, NULL, NULL,33, AVSC, NULL
1778,5224906BXPvAibaEXe/M+/uAwVeHhHk9cAteZsrT, NULL, NULL,78, ENG02, NULL
1779,42E2C20AXPvAibaEXe/M+/uAwVeHhLIcah+o4wGg, NULL, NULL,86, ENG02, NULL
1780,9E645EC5XPvAibaEXe/M+/uAwVeHhM1FmATJJ6hd, NULL, NULL,52, ENG01, NULL
1781,E2EB5F46XPvAibaEXe/M+/uAwVeHhH14js6gHwcE, NULL, NULL,65, ENG01, NULL
1782,1AA45701XPvAibaEXe/QPFjJxKB5fsGyiyn34kie, NULL, NULL,45, ENG01, NULL
1783,6D1A1DEDXPvAibaEXe/QPFjJxKB5fpLgT14lsTo2, NULL, NULL,52, ENG01, NULL
1784,A11F7E03XPvAibaEXe/QPFjJxKB5fuux5ahOMD0p, NULL, NULL,34, AVSC, NULL
1785,200C3EF0XPvAibaEXe/QPFjJxKB5fsf40am+aYri, NULL, NULL,56, ENG01, NULL
1786,3569491FXPvAibaEXe/QPFjJxKB5fnbuQJAzOqe3, NULL, NULL,32, AVSC, NULL
1787,E969972FXPvAibaEXe/QPFjJxKB5fofHe1UuyKfI, NULL, NULL,29, AVSC, NULL
1788,024F7582XPvAibaEXe/QPFjJxKB5fpc+JU5L2yoh, NULL, NULL,70, ENG01, NULL
1789,41A97858XPvAibaEXe/QPFjJxKB5frHNbDjtoh40, NULL, NULL,44, ENG01, NULL
1790,887B8381XPvAibaEXe/QPFjJxKB5foYIyAdyt4vI, NULL, NULL,96, ENG03, NULL
1791,9987C147XPvAibaEXe/QPFjJxKB5fk0Fx8scIu5w, NULL, NULL,15, AVSC, NULL
1792,0FE54F50XPvAibaEXe+RTFcnyQdP1ugQiGtVaQG/, NULL, NULL,39, AVSC, NULL
1793,E7547F9AXPvAibaEXe+RTFcnyQdP1hnu+/lWnxzT, NULL, NULL,59, ENG01, NULL
1794,1BA6A3FFXPvAibaEXe+RTFcnyQdP1qMr4WIMfC7s, NULL, NULL,70, ENG01, NULL
1795,50B7C353XPvAibaEXe+RTFcnyQdP1lgeEHD3c3x7, NULL, NULL,57, ENG01, NULL
1796,5066E750XPvAibaEXe+RTFcnyQdP1gV8o5sqlLTq, NULL, NULL,39, AVSC, NULL
1797,479EBE2EXPvAibaEXe+RTFcnyQdP1gfGfoRc/nF7, NULL, NULL,76, ENG02, NULL
1798,1CF049EDXPvAibaEXe+RTFcnyQdP1ikn+F6Kk5yH, NULL, NULL,47, ENG01, NULL
1799,5F21F5B1XPvAibaEXe+RTFcnyQdP1mD5RKOJrITl, NULL, NULL,61, ENG01, NULL
1800,E01BB56AXPvAibaEXe+RTFcnyQdP1qjviajlfWCw, NULL, NULL,74, ENG02, NULL
1801,EAAF64C2XPvAibaEXe/CISFtEmjHAG0VPiE3n9pd, NULL, NULL,72, ENG02, NULL
1802,FA938A6EXPvAibaEXe/CISFtEmjHAFptF6edgPf9, NULL, NULL,53, ENG01, NULL
1803,D8082650XPvAibaEXe/CISFtEmjHAERNMLun1v2j, NULL, NULL,48, ENG01, NULL
1804,DFE813CCXPvAibaEXe/CISFtEmjHAI38rvnHEZtn, NULL, NULL,32, AVSC, NULL
1805,48B2C8A9XPvAibaEXe/CISFtEmjHAKkcEnBEguDq, NULL, NULL,23, AVSC, NULL
1806,5E44B4ECXPvAibaEXe/CISFtEmjHAJ9NyZOX+Tz0, NULL, NULL,36, AVSC, NULL
1807,8FEE80F7XPvAibaEXe/CISFtEmjHAM8bEww1qCgG, NULL, NULL,93, ENG02, NULL
1808,11DD1D9FXPvAibaEXe/CISFtEmjHAMR2fs9wF2C0, NULL, NULL,55, ENG01, NULL
1809,23EA7573XPvAibaEXe/CISFtEmjHAOIni5M49fL+, NULL, NULL,38, AVSC, NULL
1810,C54AE894XPvAibaEXe/CISFtEmjHAOrQNIbSAwbh, NULL, NULL,50, ENG01, NULL
1811,F09E416CXPvAibaEXe9sUz+dc1ML5JRuMvaWnFIR, NULL, NULL,53, ENG01, NULL
1812,D1A3B08AXPvAibaEXe9sUz+dc1ML5MuEImQX5Iz8, NULL, NULL,73, ENG02, NULL
1813,7B6803EEXPvAibaEXe9sUz+dc1ML5NOVZL9A9ZrY, NULL, NULL,43, ENG01, NULL
1814,87C95972XPvAibaEXe9sUz+dc1ML5PX3vzdHlOg1, NULL, NULL,70, ENG01, NULL
1815,1F7494EFXPvAibaEXe9sUz+dc1ML5ELRd7yDMDWI, NULL, NULL,75, ENG02, NULL
1816,AC872956XPvAibaEXe9sUz+dc1ML5CtN57Li6L3J, NULL, NULL,49, ENG01, NULL
1817,1DD20C49XPvAibaEXe9sUz+dc1ML5IT5iueAsAed, NULL, NULL,48, ENG01, NULL
1818,6A6975C9XPvAibaEXe9sUz+dc1ML5IYabRORWA3H, NULL, NULL,41, ENG01, NULL
1819,CBC89467XPvAibaEXe9sUz+dc1ML5LuftKKqpBU/, NULL, NULL,32, AVSC, NULL
1820,523FC174XPvAibaEXe+0Dwp+QXLoYisCEJFVmgYz, NULL, NULL,83, ENG02, NULL
1821,28142A5CXPvAibaEXe+0Dwp+QXLoYvm0snhYVYqO, NULL, NULL,70, ENG01, NULL
1822,09241D2EXPvAibaEXe+0Dwp+QXLoYjcQFAwpo9Qj, NULL, NULL,48, ENG01, NULL
1823,A179CC08XPvAibaEXe+0Dwp+QXLoYk8AcIQdzBzV, NULL, NULL,35, AVSC, NULL
1824,C8C4E0F7XPvAibaEXe+0Dwp+QXLoYhMctx8Zb86s, NULL, NULL,57, ENG01, NULL
1825,DEB1943BXPvAibaEXe+0Dwp+QXLoYlBPCtgotxUn, NULL, NULL,56, ENG01, NULL
1826,DC46D2D7XPvAibaEXe+0Dwp+QXLoYpDbJ1HtgiT7, NULL, NULL,63, ENG01, NULL
1827,22DFB7FFXPvAibaEXe+0Dwp+QXLoYnRT5TXbfoQV, NULL, NULL,40, ENG01, NULL
1828,519A061EXPvAibaEXe+fW1Bg/roenIHVeeWxPi8l, NULL, NULL,89, ENG02, NULL
1829,1192C39AXPvAibaEXe+fW1Bg/roenJznRHzEcUml, NULL, NULL,73, ENG02, NULL
1830,CBB9C2EBXPvAibaEXe+fW1Bg/roenBLd85qZjxlN, NULL, NULL,64, ENG01, NULL
1831,85082BB5XPvAibaEXe+fW1Bg/roenCrjf8tUEWkI, NULL, NULL,48, ENG01, NULL
1832,FE40C7DAXPvAibaEXe+fW1Bg/roenFSq809vdBWX, NULL, NULL,76, ENG02, NULL
1833,93DB83A1XPvAibaEXe+fW1Bg/roenIk8qwl1uS6Q, NULL, NULL,81, ENG02, NULL
1834,3210A6C9XPvAibaEXe+fW1Bg/roenAQYG69pRHCR, NULL, NULL,33, AVSC, NULL
1835,942F0218XPvAibaEXe+fW1Bg/roenG4L//m3CNcy, NULL, NULL,53, ENG01, NULL
1836,DC8B0015XPvAibaEXe+fW1Bg/roenJ9s+O9U9pFb, NULL, NULL,44, ENG01, NULL
1837,A5AE07D7XPvAibaEXe+fW1Bg/roenGYUAYxI/RSm, NULL, NULL,52, ENG01, NULL
1838,C01D2321XPvAibaEXe9FRFgWLD9noYx31XsrFJuq, NULL, NULL,39, AVSC, NULL
1839,1EBB5CD4XPvAibaEXe9FRFgWLD9noXKkpUtIomTp, NULL, NULL,54, ENG01, NULL
1840,F20A8094XPvAibaEXe9FRFgWLD9noTNP+BadXReP, NULL, NULL,59, ENG01, NULL
1841,6EBC70D7XPvAibaEXe9FRFgWLD9noXZbyFyA6Y58, NULL, NULL,51, ENG01, NULL
1842,E981BEE6XPvAibaEXe9FRFgWLD9noYEKjvcXREH4, NULL, NULL,64, ENG01, NULL
1843,1AD25C50XPvAibaEXe9FRFgWLD9noYIwB7jlp1qh, NULL, NULL,52, ENG01, NULL
1844,187596BFXPvAibaEXe9FRFgWLD9noWVY+4KqBipB, NULL, NULL,73, ENG02, NULL
1845,6DD12ACCXPvAibaEXe9FRFgWLD9noTDBnbR3Fd2H, NULL, NULL,64, ENG01, NULL
1846,A7BA56E0XPvAibaEXe9FRFgWLD9nodf/PJEC+zvG, NULL, NULL,55, ENG01, NULL
1847,6953DF6BXPvAibaEXe8XU1E8XgQL2JzsZAS/iqve, NULL, NULL,27, AVSC, NULL
1848,D1EAE9AFXPvAibaEXe8XU1E8XgQL2GT9yiqYjUgs, NULL, NULL,51, ENG01, NULL
1849,EE2F83F4XPvAibaEXe8XU1E8XgQL2A7dywO0E1Ee, NULL, NULL,51, ENG01, NULL
1850,1771FAA3XPvAibaEXe8XU1E8XgQL2DMzV7u92aH5, NULL, NULL,35, AVSC, NULL
1851,3D94AABBXPvAibaEXe8XU1E8XgQL2L9f6WwoB2ic, NULL, NULL,48, ENG01, NULL
1852,C2C6F7BBXPvAibaEXe8XU1E8XgQL2JL1VO7878AZ, NULL, NULL,43, ENG01, NULL
1853,F731CB9DXPvAibaEXe8XU1E8XgQL2LgKqutu93os, NULL, NULL,28, AVSC, NULL
1854,A1E291C1XPvAibaEXe8XU1E8XgQL2CD2romV//Qd, NULL, NULL,44, ENG01, NULL
1855,319AB5D6XPvAibaEXe/X5uT1FaYTT3Hox4+LgX0V, NULL, NULL,79, ENG02, NULL
1856,15D699A1XPvAibaEXe/X5uT1FaYTT/OqOQ2vqYPY, NULL, NULL,41, ENG01, NULL
1857,DFACC560XPvAibaEXe/X5uT1FaYTTxgnK1+XAhjh, NULL, NULL,49, ENG01, NULL
1858,87890AAFXPvAibaEXe/X5uT1FaYTT6t9uoWJqBtF, NULL, NULL,70, ENG01, NULL
1859,D4D77B2BXPvAibaEXe/X5uT1FaYTT4cr2B+OQ5RP, NULL, NULL,43, ENG01, NULL
1860,18D2A5CFXPvAibaEXe/X5uT1FaYTT+ZvVujp4FyR, NULL, NULL,69, ENG01, NULL
1861,DA7B73D9XPvAibaEXe/X5uT1FaYTTx7C+fsqYKde, NULL, NULL,38, AVSC, NULL
1862,53886CCBXPvAibaEXe/X5uT1FaYTT+gXayApk8b7, NULL, NULL,51, ENG01, NULL
1863,42A1EC5FXPvAibaEXe/X5uT1FaYTT/i76nHllYrk, NULL, NULL,49, ENG01, NULL
1864,9B9A17C2XPvAibaEXe/X5uT1FaYTT69TcyHCZBGM, NULL, NULL,24, AVSC, NULL
1865,0F964870XPvAibaEXe+XOEV1VJ5O23rPwoPtOBXN, NULL, NULL,66, ENG01, NULL
1866,F1601417XPvAibaEXe+XOEV1VJ5O22o5PGDZu7CX, NULL, NULL,66, ENG01, NULL
1867,4D5FD232XPvAibaEXe+XOEV1VJ5O2wEclPqJdH7D, NULL, NULL,59, ENG01, NULL
1868,991EE341XPvAibaEXe+XOEV1VJ5O20S2Y+57oLXq, NULL, NULL,37, AVSC, NULL
1869,25F23BE0XPvAibaEXe+XOEV1VJ5O2zTSZ/mxR7U7, NULL, NULL,54, ENG01, NULL
1870,B5249F9BXPvAibaEXe+XOEV1VJ5O249ZkCdiJbyf, NULL, NULL,68, ENG01, NULL
1871,23B50A83XPvAibaEXe+XOEV1VJ5O2yoxPaIZ4RpD, NULL, NULL,40, ENG01, NULL
1872,33BEFDADXPvAibaEXe+XOEV1VJ5O26vfBUXS7TF7, NULL, NULL,72, ENG02, NULL
1873,3560BAA9XPvAibaEXe+XOEV1VJ5O28X8ivox4Ird, NULL, NULL,34, AVSC, NULL
1874,7A1F2FCBXPvAibaEXe+XOEV1VJ5O21IUFe2koBmI, NULL, NULL,54, ENG01, NULL
1876,BB0BB65AXPvAibaEXe+NnQrnI1K9JCc4U90M9qNH, NULL, NULL,44, ENG01, NULL
1877,32E372CFXPvAibaEXe+NnQrnI1K9JGYmKiXJkMc1, NULL, NULL,71, ENG01, NULL
1878,74374C5BXPvAibaEXe+NnQrnI1K9JMk0YwIq/NcK, NULL, NULL,40, ENG01, NULL
1879,7F620E6AXPvAibaEXe+NnQrnI1K9JGdO38UCJdcK, NULL, NULL,39, AVSC, NULL
1880,B5800D61XPvAibaEXe+NnQrnI1K9JFpmYo6pbvxt, NULL, NULL,42, ENG01, NULL
1882,ED534624XPvAibaEXe+NnQrnI1K9JPjvFY/Pc6z4, NULL, NULL,75, ENG02, NULL
1883,B789A6F6XPvAibaEXe+NnQrnI1K9JDDZ/Zrgz1g4, NULL, NULL,69, ENG01, NULL
1884,03E9147DXPvAibaEXe+NnQrnI1K9JMnAja73zCHH, NULL, NULL,65, ENG01, NULL
1885,17CD8D96XPvAibaEXe8d4Zyk6xKs09NSfplyT+oY, NULL, NULL,62, ENG01, NULL
1886,230C026DXPvAibaEXe8d4Zyk6xKs0xhC+gr08ndx, NULL, NULL,83, ENG02, NULL
1887,EFCE2778XPvAibaEXe8d4Zyk6xKs03CAQshNObTY, NULL, NULL,44, ENG01, NULL
1888,C125FC73XPvAibaEXe8d4Zyk6xKs00cDf5RloWyG, NULL, NULL,47, ENG01, NULL
1889,7A51B01AXPvAibaEXe8d4Zyk6xKs06tnH6+AD7SA, NULL, NULL,41, ENG01, NULL
1890,8A23ED0AXPvAibaEXe8d4Zyk6xKs05gHyj6r9OFC, NULL, NULL,62, ENG01, NULL
1891,55768D67XPvAibaEXe8d4Zyk6xKs0+4cPjNp6LHS, NULL, NULL,29, AVSC, NULL
1892,C15E9180XPvAibaEXe8d4Zyk6xKs0ywJs+82B5q4, NULL, NULL,66, ENG01, NULL
1893,9973BBE1XPvAibaEXe8d4Zyk6xKs0ylyT58MRLTF, NULL, NULL,48, ENG01, NULL
