id, masv, listening, reading, total, mamh, ghichu
1,DA75FFFEXPvAibaEXe8808q51BnmQhHT8REwWMQJ, NULL, NULL,15, NULL, NULL
2,336B9F53XPvAibaEXe/jd8ghaf1GTNPSHNuhAHTZ, NULL, NULL,15, NULL, NULL
3,67A51DC3XPvAibaEXe/7YVAxOsMwOtCFvKInEQ0e, NULL, NULL,16, NULL, NULL
4,387E2EFEXPvAibaEXe96K1aB3B4cKSj8mKKciukN, NULL, NULL,16, NULL, NULL
6,13D900A2XPvAibaEXe97wmuqTYuV7bJOKimbzKxM, NULL, NULL,18, NULL, NULL
7,AD5DDB61XPvAibaEXe97wmuqTYuV7bFPojsU1F+x, NULL, NULL,18, NULL, NULL
8,EBC55C2BXPvAibaEXe/7YVAxOsMwOk0EasYVdFSG, NULL, NULL,18, NULL, NULL
9,31656E5EXPvAibaEXe9N+b7C2VGPszP5c8rfamtp, NULL, NULL,18, NULL, NULL
10,CBB55F72XPvAibaEXe9Hp2TeoSwCGX/R/AU50aAF, NULL, NULL,19, NULL, NULL
11,40D2257DXPvAibaEXe9Hp2TeoSwCGTMp/uHWnnOo, NULL, NULL,19, NULL, NULL
13,CB6377B6XPvAibaEXe8808q51BnmQgFXOVlspk8F, NULL, NULL,20, NULL, NULL
14,1C5409B8XPvAibaEXe+/1KYXP+fweAeOyBmRMHFS, NULL, NULL,20, NULL, NULL
15,09DAA20BXPvAibaEXe8cJKtXZaLmvUsH6H9yaOrj, NULL, NULL,20, NULL, NULL
16,D3C8FCBFXPvAibaEXe9uaaZ/YedHVE2vFI3CwdF0, NULL, NULL,20, NULL, NULL
19,E16A784CXPvAibaEXe96K1aB3B4cKVqj15x8J3Fa, NULL, NULL,22, NULL, NULL
20,D9987866XPvAibaEXe+5AEinM7he3nNXvaIkjIqo, NULL, NULL,22, NULL, NULL
21,DE53507FXPvAibaEXe+fEAEfw3o+Ko6TvTSgijy3, NULL, NULL,22, NULL, NULL
22,158FB8C2XPvAibaEXe+x/3KKGWxYH2pEsBjyxoBO, NULL, NULL,22, NULL, NULL
23,6D8F53BDXPvAibaEXe8cJKtXZaLmvZGbeRUvU9Ym, NULL, NULL,22, NULL, NULL
24,D40A5224XPvAibaEXe/sW+jVmHnQGrpyj9mM/5XW, NULL, NULL,22, NULL, NULL
25,751C5CD8XPvAibaEXe8OoiZ7Qg2eT/MgIge5XLta, NULL, NULL,23, NULL, NULL
26,E1E49AA0XPvAibaEXe9uaaZ/YedHVPiewa5uM8QS, NULL, NULL,23, NULL, NULL
27,1B5C151DXPvAibaEXe9CFhTkHod3yUw8wiccXxfg, NULL, NULL,23, NULL, NULL
28,EE124006XPvAibaEXe+x/3KKGWxYH5eE8fYkddOq, NULL, NULL,23, NULL, NULL
29,BE04727AXPvAibaEXe8OoiZ7Qg2eT9tClu4Cs32M, NULL, NULL,23, NULL, NULL
30,4E3B2E64XPvAibaEXe93t/fGOsRpn05lMH4zm7Cp, NULL, NULL,23, NULL, NULL
31,0A29A66BXPvAibaEXe9CFhTkHod3yS4qPQKSYcEO, NULL, NULL,23, NULL, NULL
33,49ABC5EFXPvAibaEXe8eWl5Nr7OWQt3VotR9dXYx, NULL, NULL,23, NULL, NULL
34,789C02AAXPvAibaEXe+/1KYXP+fweK/y54Tvf704, NULL, NULL,24, NULL, NULL
35,A111A056XPvAibaEXe88G96lR9q/HbP6O5OR4CqK, NULL, NULL,24, NULL, NULL
36,6BDC0FB3XPvAibaEXe+5AEinM7he3oT9mkidxPDW, NULL, NULL,24, NULL, NULL
37,C805294BXPvAibaEXe8cJKtXZaLmvXmkH+PgfnFb, NULL, NULL,24, NULL, NULL
38,8474C347XPvAibaEXe+/1KYXP+fweAETvLS68nEF, NULL, NULL,24, NULL, NULL
39,E0C52A16XPvAibaEXe904Wq1lYkfi/ntiwVmPGZr, NULL, NULL,25, NULL, NULL
40,8A73C0A4XPvAibaEXe9uaaZ/YedHVG4ke7HP5CVh, NULL, NULL,25, NULL, NULL
41,E679EB47XPvAibaEXe+eIy6TmCsZuwhDZyQzJ/il, NULL, NULL,25, NULL, NULL
42,ACC6BE03XPvAibaEXe/7jEMhYBA6GZiEn3v4da33, NULL, NULL,25, NULL, NULL
43,7BAE4D59XPvAibaEXe/04IiIK7okBc/e3nqwl6Yl, NULL, NULL,25, NULL, NULL
44,E7959B13XPvAibaEXe93t/fGOsRpn/6DkGbVhKDL, NULL, NULL,25, NULL, NULL
45,CF820E88XPvAibaEXe88G96lR9q/HWQHdno6Q1dE, NULL, NULL,25, NULL, NULL
46,B3BB25C7XPvAibaEXe8E8MfopOpLfow3YpFUxKb9, NULL, NULL,25, NULL, NULL
47,F4F90434XPvAibaEXe/04IiIK7okBT/n8bF22cJ4, NULL, NULL,25, NULL, NULL
48,27A62100XPvAibaEXe+/1KYXP+fweJyZsRuyxmIg, NULL, NULL,25, NULL, NULL
49,63276F86XPvAibaEXe9Hp2TeoSwCGTQ0JelgLNZH, NULL, NULL,25, NULL, NULL
50,3A14E413XPvAibaEXe9uaaZ/YedHVADddd6jtCYd, NULL, NULL,26, NULL, NULL
51,19E0EE8FXPvAibaEXe97wmuqTYuV7djoRDmkvxKL, NULL, NULL,26, NULL, NULL
52,59F24D89XPvAibaEXe+MMervxP1vAFgzvQQfMwEA, NULL, NULL,26, NULL, NULL
53,E747458DXPvAibaEXe96K1aB3B4cKQggKDkChiCr, NULL, NULL,26, NULL, NULL
54,1E458D16XPvAibaEXe92C4qaj9kvH6/S4CNEqhXl, NULL, NULL,26, NULL, NULL
55,8EDF0CBCXPvAibaEXe+eIy6TmCsZu0mu7wa7hWrc, NULL, NULL,26, NULL, NULL
56,C1C2D49CXPvAibaEXe+5AEinM7he3lYo4Yh3wzso, NULL, NULL,26, NULL, NULL
57,0E3CC85BXPvAibaEXe/7YVAxOsMwOq19C4IZbCNV, NULL, NULL,26, NULL, NULL
58,039A40EBXPvAibaEXe/sW+jVmHnQGlexsxcKegMx, NULL, NULL,26, NULL, NULL
59,55164ECCXPvAibaEXe8NrxrmA741rzp6pr4JjBBO, NULL, NULL,27, NULL, NULL
60,E5B72901XPvAibaEXe/04IiIK7okBVX65TwUbxSQ, NULL, NULL,27, NULL, NULL
61,D77BA55CXPvAibaEXe97wmuqTYuV7ZzXGRkYG5x/, NULL, NULL,27, NULL, NULL
62,AF786B20XPvAibaEXe+MMervxP1vAEwg60BSZIR9, NULL, NULL,27, NULL, NULL
63,BDF344E0XPvAibaEXe97wmuqTYuV7e+YykH8Z97h, NULL, NULL,27, NULL, NULL
64,B4BB0B80XPvAibaEXe/sW+jVmHnQGrbV2aMBZxbl, NULL, NULL,27, NULL, NULL
65,D20DDE4FXPvAibaEXe8HWu5TvPOfaN9KOnh24+IZ, NULL, NULL,27, NULL, NULL
66,2B9BB841XPvAibaEXe/7YVAxOsMwOsVlHgtpSb0I, NULL, NULL,27, NULL, NULL
67,DB9FA965XPvAibaEXe904Wq1lYkfi1x2F3Ukc2Og, NULL, NULL,27, NULL, NULL
68,464EEB66XPvAibaEXe93t/fGOsRpnwKvZu4uHWUr, NULL, NULL,28, NULL, NULL
69,1A074443XPvAibaEXe/aqMXYDLKHRzKFKPFlF+3v, NULL, NULL,28, NULL, NULL
70,D6F5BEF7XPvAibaEXe+MMervxP1vAHvM1MwhSFCY, NULL, NULL,28, NULL, NULL
71,342257EAXPvAibaEXe/aqMXYDLKHR3SjNQBzsJDf, NULL, NULL,28, NULL, NULL
72,CE5AA641XPvAibaEXe/UTqPTjBxFVqOsv91ZMjHy, NULL, NULL,28, NULL, NULL
73,8851E69BXPvAibaEXe+eIy6TmCsZuzduBAHXYnYj, NULL, NULL,28, NULL, NULL
74,32425155XPvAibaEXe/jd8ghaf1GTDJ2RkglGilP, NULL, NULL,28, NULL, NULL
75,E19EA87BXPvAibaEXe96K1aB3B4cKbTxUAPWhMbc, NULL, NULL,29, NULL, NULL
76,BD12868AXPvAibaEXe8OoiZ7Qg2eT6mcyIhrsW0w, NULL, NULL,29, NULL, NULL
77,8F1119D3XPvAibaEXe/04IiIK7okBcgSWyeIFMKt, NULL, NULL,29, NULL, NULL
78,BFF8DA2FXPvAibaEXe+5AEinM7he3tn9b67IIJsR, NULL, NULL,29, NULL, NULL
79,2CFFC4A4XPvAibaEXe/UTqPTjBxFVmaKYeKYiNBw, NULL, NULL,29, NULL, NULL
80,A5C691C3XPvAibaEXe+MMervxP1vAHa9ZKGghhV0, NULL, NULL,30, NULL, NULL
81,408D0B61XPvAibaEXe/04IiIK7okBdYvNYs5MiFQ, NULL, NULL,30, NULL, NULL
82,6DE3DA07XPvAibaEXe+SI2uhC5CMEYmTe/FcwE7t, NULL, NULL,30, NULL, NULL
83,902895CAXPvAibaEXe9Hp2TeoSwCGUc05NETHA4y, NULL, NULL,30, NULL, NULL
84,0D56970AXPvAibaEXe+/1KYXP+fweMd3DfpYccg/, NULL, NULL,30, NULL, NULL
85,C6142704XPvAibaEXe88G96lR9q/HVMhBqOaOjJX, NULL, NULL,30, NULL, NULL
86,232946CFXPvAibaEXe/JhqMYLzzrR02+yvZ+pT+i, NULL, NULL,30, NULL, NULL
87,59884D21XPvAibaEXe8NrxrmA741r7Pe5nXtcI17, NULL, NULL,31, NULL, NULL
88,5E19BA75XPvAibaEXe96K1aB3B4cKVe+zJZEtwvN, NULL, NULL,31, NULL, NULL
89,6E786189XPvAibaEXe9N+b7C2VGPs5hGjFNP9OPe, NULL, NULL,31, NULL, NULL
90,33C734B5XPvAibaEXe+/1KYXP+fweL6Sr/n8oIDs, NULL, NULL,31, NULL, NULL
91,F400B823XPvAibaEXe92C4qaj9kvH9/66t3hNsRx, NULL, NULL,31, NULL, NULL
92,E32F85C4XPvAibaEXe8OoiZ7Qg2eTzHFJYtJfMmx, NULL, NULL,31, NULL, NULL
93,F934AFD4XPvAibaEXe/7YVAxOsMwOmFzQTm7dOKr, NULL, NULL,31, NULL, NULL
94,485EE734XPvAibaEXe9N+b7C2VGPs9muAnhMpjeF, NULL, NULL,32, NULL, NULL
95,ED123CFBXPvAibaEXe92C4qaj9kvHzy3ywisWZ4a, NULL, NULL,32, NULL, NULL
96,98885261XPvAibaEXe+fEAEfw3o+KtD8p1BCYU+u, NULL, NULL,32, NULL, NULL
97,1352A661XPvAibaEXe+eIy6TmCsZu+qEHG5QxOAG, NULL, NULL,32, NULL, NULL
98,7D6A1FB2XPvAibaEXe904Wq1lYkfi03olJ53wEUL, NULL, NULL,32, NULL, NULL
99,5ABD2AEBXPvAibaEXe8E8MfopOpLfpzgaVQKHwFD, NULL, NULL,33, NULL, NULL
100,72059684XPvAibaEXe9N+b7C2VGPs6rwW5yBcs12, NULL, NULL,33, NULL, NULL
101,C7C98961XPvAibaEXe/UTqPTjBxFVtKmLCQure30, NULL, NULL,33, NULL, NULL
102,5120F34CXPvAibaEXe8808q51BnmQvUpJUeNEyRf, NULL, NULL,33, NULL, NULL
103,FE6A40FDXPvAibaEXe+x/3KKGWxYH7Njftr2o+Ld, NULL, NULL,34, NULL, NULL
104,26504393XPvAibaEXe97wmuqTYuV7f7oqpX5KaC9, NULL, NULL,34, NULL, NULL
105,B2DF2BCBXPvAibaEXe/aqMXYDLKHR/Rvx1vG7yZ8, NULL, NULL,34, NULL, NULL
106,51E5CFABXPvAibaEXe93t/fGOsRpnwBCueYR01nj, NULL, NULL,34, NULL, NULL
107,F473C1ABXPvAibaEXe/jd8ghaf1GTNdb+cfjD9JK, NULL, NULL,35, NULL, NULL
108,EA5C3600XPvAibaEXe96K1aB3B4cKYcgi+qudqoq, NULL, NULL,35, NULL, NULL
109,09EA1246XPvAibaEXe9N+b7C2VGPs7VmmYGpq5S4, NULL, NULL,35, NULL, NULL
110,271B286AXPvAibaEXe9CFhTkHod3yfY0OnaNvlXt, NULL, NULL,35, NULL, NULL
111,A087B8CAXPvAibaEXe96K1aB3B4cKeZgLP7Zudq0, NULL, NULL,35, NULL, NULL
112,2E7766A4XPvAibaEXe8cJKtXZaLmvYU52KoCieBc, NULL, NULL,36, NULL, NULL
113,E4A8F3C3XPvAibaEXe8OoiZ7Qg2eT+Jy+LbBom1V, NULL, NULL,36, NULL, NULL
114,843B6F23XPvAibaEXe93t/fGOsRpn9x0GlU2wsFG, NULL, NULL,37, NULL, NULL
115,F74A82C2XPvAibaEXe9uaaZ/YedHVBLMZpuFaBWv, NULL, NULL,37, NULL, NULL
116,9FBBFEDAXPvAibaEXe9uaaZ/YedHVDIAvlASfm3N, NULL, NULL,37, NULL, NULL
117,DB711988XPvAibaEXe8E8MfopOpLfuvKyaJThdNU, NULL, NULL,37, NULL, NULL
118,5A8FC80AXPvAibaEXe9Hp2TeoSwCGQOTvUMD2sdV, NULL, NULL,37, NULL, NULL
119,075CAE0AXPvAibaEXe/7jEMhYBA6GRpJvL6kzgyG, NULL, NULL,37, NULL, NULL
120,DD6DDD9BXPvAibaEXe8808q51BnmQgYlXLk+6Sms, NULL, NULL,38, NULL, NULL
121,461F878CXPvAibaEXe88G96lR9q/HUNPesL1mp7V, NULL, NULL,38, NULL, NULL
122,5D84A808XPvAibaEXe/04IiIK7okBVnVDuMtAOeG, NULL, NULL,38, NULL, NULL
123,12C6CEBDXPvAibaEXe8HWu5TvPOfaHJ8WggqhfpV, NULL, NULL,38, NULL, NULL
124,47C7F0D8XPvAibaEXe8cJKtXZaLmvW7+9X9I1l88, NULL, NULL,39, NULL, NULL
125,62CB9074XPvAibaEXe+5AEinM7he3lQjjwdeAKvG, NULL, NULL,39, NULL, NULL
126,63850E1DXPvAibaEXe9uaaZ/YedHVMbH1bo0wP7i, NULL, NULL,40, NULL, NULL
127,BCD2B356XPvAibaEXe/UTqPTjBxFVlHUdLueHP1K, NULL, NULL,40, NULL, NULL
128,ED940AE5XPvAibaEXe/sW+jVmHnQGmpcv505KQtY, NULL, NULL,40, NULL, NULL
129,0DB26593XPvAibaEXe+fEAEfw3o+Koj1aryhxwXB, NULL, NULL,42, NULL, NULL
130,37E8854FXPvAibaEXe93t/fGOsRpn2pIVjPlvyxA, NULL, NULL,42, NULL, NULL
131,260F89E3XPvAibaEXe904Wq1lYkfi3SWlgS7D671, NULL, NULL,43, NULL, NULL
132,50710A05XPvAibaEXe+5AEinM7he3i2ud45eDBqh, NULL, NULL,43, NULL, NULL
133,F0261509XPvAibaEXe+eIy6TmCsZu0RLWC8H9A9f, NULL, NULL,43, NULL, NULL
134,B280054FXPvAibaEXe/aqMXYDLKHRx1deGanA5Uq, NULL, NULL,44, NULL, NULL
135,88F1979DXPvAibaEXe9uaaZ/YedHVLTpfQz3FFXG, NULL, NULL,46, NULL, NULL
136,962B588DXPvAibaEXe8808q51BnmQv7uo+CT+yEW, NULL, NULL,47, NULL, NULL
137,8A06BCB7XPvAibaEXe+/1KYXP+fweAfbWbYeLDhP, NULL, NULL,48, NULL, NULL
138,FC15E78FXPvAibaEXe92C4qaj9kvH9Xq+b0SgU4o, NULL, NULL,49, NULL, NULL
139,CD72A72AXPvAibaEXe/sW+jVmHnQGj7x1GbslKUs, NULL, NULL,50, NULL, NULL
140,82778F75XPvAibaEXe93t/fGOsRpn50R4yA7HNuJ, NULL, NULL,51, NULL, NULL
141,9E8D0CE7XPvAibaEXe+/1KYXP+fweLFNn49rOazP, NULL, NULL,51, NULL, NULL
142,017CD572XPvAibaEXe9CFhTkHod3yQuYGl3Dx7Ko, NULL, NULL,51, NULL, NULL
143,E5DDE060XPvAibaEXe/7YVAxOsMwOgzKuxoPANYq, NULL, NULL,52, NULL, NULL
144,A3B55E76XPvAibaEXe/7YVAxOsMwOlSm2jrgLdri, NULL, NULL,53, NULL, NULL
145,F9F00F9BXPvAibaEXe/7YVAxOsMwOkCUOyzVAIdc, NULL, NULL,54, NULL, NULL
146,EF351515XPvAibaEXe9CFhTkHod3yS5z1VDkCy75, NULL, NULL,54, NULL, NULL
147,FA26D15DXPvAibaEXe+x/3KKGWxYH5f+BLhTctEV, NULL, NULL,55, NULL, NULL
148,77AA22BDXPvAibaEXe/5h0vZw0NHLw1SiBz29uk2, NULL, NULL,56, NULL, NULL
149,41879EDBXPvAibaEXe8HWu5TvPOfaMIlvMjXTKxE, NULL, NULL,58, NULL, NULL
150,7605FEEEXPvAibaEXe8808q51BnmQv/RCCjB4N+s, NULL, NULL,59, NULL, NULL
151,92D79C05XPvAibaEXe+x/3KKGWxYH9g/4fJgJYs6, NULL, NULL,60, NULL, NULL
152,62BFFE2EXPvAibaEXe/9ugxkUZcLfPe37BSUxSyd, NULL, NULL,0, AVSC, NULL
153,2D9401D8XPvAibaEXe9wxm0WjsXoKi8Gkvb5OPeR, NULL, NULL,11, AVSC, NULL
154,59F1708DXPvAibaEXe+dMotnUFI9LS1TYt9joenk, NULL, NULL,11, AVSC, NULL
155,EA1D81AFXPvAibaEXe/RnFf25EKRr7/Z28Po+End, NULL, NULL,13, AVSC, NULL
156,9FA1AF84XPvAibaEXe9JJ0DEqozv6EHh9Z2rxnaz, NULL, NULL,14, AVSC, NULL
161,192E4235XPvAibaEXe92Jin2iMtHChKANAao8ZUk, NULL, NULL,15, AVSC, NULL
162,A3609609XPvAibaEXe/5h0vZw0NHL1nnBX6fWEJQ, NULL, NULL,15, AVSC, NULL
164,CFD92B12XPvAibaEXe8NrxrmA741rwjdaY15+2D+, NULL, NULL,16, AVSC, NULL
165,61180195XPvAibaEXe9gcLLHJLBBnR5wpoU3apq+, NULL, NULL,16, AVSC, NULL
166,02B5E19DXPvAibaEXe+6DwsvcvouVduD45n92KAo, NULL, NULL,16, AVSC, NULL
167,4152FE50XPvAibaEXe9G2n4phUxISJmNzq1KHgOO, NULL, NULL,16, AVSC, NULL
168,B5B671BFXPvAibaEXe8Ve7JqRML75doVJ2SaEcz4, NULL, NULL,16, AVSC, NULL
169,BA8D8AFEXPvAibaEXe+6DwsvcvouVfTF+jYi4dQZ, NULL, NULL,16, AVSC, NULL
170,973154C3XPvAibaEXe+Y2Dmraxe1iYT8oxNVsVdy, NULL, NULL,16, AVSC, NULL
172,D9B44B1CXPvAibaEXe9ASX2YKqk5Aeh+/OS8HqTX, NULL, NULL,16, AVSC, NULL
173,5F015460XPvAibaEXe/5h0vZw0NHL3rTJlBbR6W0, NULL, NULL,17, AVSC, NULL
174,32180497XPvAibaEXe/t7ClCI88v7sGEqCvtpJrq, NULL, NULL,17, AVSC, NULL
175,2900754CXPvAibaEXe9gcLLHJLBBnX1D4yMOsVg0, NULL, NULL,17, AVSC, NULL
176,3DD6D60BXPvAibaEXe/81GDNmtxKsSpculnFzj6s, NULL, NULL,17, AVSC, NULL
177,01377D44XPvAibaEXe/BLy1WUS+NVlzbxIIHMtmt, NULL, NULL,18, AVSC, NULL
178,FF9BCACDXPvAibaEXe9a9WHB728zIL656Mdf6zEw, NULL, NULL,18, AVSC, NULL
179,22101E7EXPvAibaEXe+EYzJPHISY88zmD5Ggw1zy, NULL, NULL,18, AVSC, NULL
181,7F03C845XPvAibaEXe9mDsFtgVHJ/rHAoglzQPuR, NULL, NULL,19, AVSC, NULL
182,68481D94XPvAibaEXe+3sZoWnetaj+cTym+QdnwT, NULL, NULL,19, AVSC, NULL
183,1C245E0EXPvAibaEXe/rR9uJzGOYEuQ8DvEilYoI, NULL, NULL,19, AVSC, NULL
184,1018ADF8XPvAibaEXe/5n/8z7IorIk20OdhUEnK0, NULL, NULL,19, AVSC, NULL
185,330A20C4XPvAibaEXe+n4oL3iuTqC+0PyxPF31kr, NULL, NULL,19, AVSC, NULL
186,6E854833XPvAibaEXe9a9WHB728zIMSTTWhKiiWi, NULL, NULL,19, AVSC, NULL
187,A99910D5XPvAibaEXe8X/UxhAbbOGw8A+5PDAGk9, NULL, NULL,19, AVSC, NULL
188,3B36303EXPvAibaEXe92Jin2iMtHCuWTyMGfWwjT, NULL, NULL,19, AVSC, NULL
189,D18E8F78XPvAibaEXe8G+DN2/i3pryst66Pf9PYJ, NULL, NULL,19, AVSC, NULL
190,F26FD744XPvAibaEXe8OLQLlidG6//6ShwJ1wZku, NULL, NULL,19, AVSC, NULL
191,4C9B57D9XPvAibaEXe8eJZh5OyStbNCI+BAkeQmo, NULL, NULL,19, AVSC, NULL
192,15A008BEXPvAibaEXe8X/UxhAbbOG1sG/TbS5k88, NULL, NULL,19, AVSC, NULL
193,92F8B64EXPvAibaEXe+YFpGAAgvtefsYfGW2BhK3, NULL, NULL,19, AVSC, NULL
194,119C7562XPvAibaEXe/rR9uJzGOYEkfPMWFUTNpZ, NULL, NULL,19, AVSC, NULL
195,8A28E60EXPvAibaEXe9OORQ1xsw6nv5CUStjJAu6, NULL, NULL,19, AVSC, NULL
196,89BF1B4BXPvAibaEXe/v5x/h23myCcvAATP35Y2J, NULL, NULL,20, AVSC, NULL
197,56996328XPvAibaEXe8FGyuwtFnKnOqpMxWSLkC/, NULL, NULL,20, AVSC, NULL
198,649B938BXPvAibaEXe9IFJLLU9DVVZoHDwmaCg4s, NULL, NULL,20, AVSC, NULL
199,DCD90AC2XPvAibaEXe9KS65t7Tb/qM1p6wX0RxXR, NULL, NULL,20, AVSC, NULL
200,B3F16D5DXPvAibaEXe/agc6/owW5CGwRRuccquwf, NULL, NULL,20, AVSC, NULL
201,DD10B95EXPvAibaEXe/PQrWCRBKWOUTASXEgaMpR, NULL, NULL,20, AVSC, NULL
202,C2218479XPvAibaEXe/agc6/owW5CH4478G8f1TP, NULL, NULL,20, AVSC, NULL
203,FD80AB73XPvAibaEXe+XQbEHiLBIRamkrkJOEq58, NULL, NULL,20, AVSC, NULL
204,FE3AC989XPvAibaEXe8VnqU11737Hl6IFmKBfB+P, NULL, NULL,20, AVSC, NULL
205,7D4060BBXPvAibaEXe8Ve7JqRML75f60sgal9POH, NULL, NULL,20, AVSC, NULL
206,3C65A25EXPvAibaEXe998fVikzcJIuk4ang3tj+3, NULL, NULL,20, AVSC, NULL
207,E5B18116XPvAibaEXe/7jtQOMcuJ+3mMd8xWafpS, NULL, NULL,20, AVSC, NULL
208,ADC5F05DXPvAibaEXe+3sZoWnetajz661V0/hMR1, NULL, NULL,20, AVSC, NULL
209,2B8BC614XPvAibaEXe/uPR0E3TEtQm7Vvb2UfkDr, NULL, NULL,20, AVSC, NULL
210,00E148C2XPvAibaEXe+YFpGAAgvteQTcTeueqms0, NULL, NULL,20, AVSC, NULL
211,487A9A3FXPvAibaEXe+n4oL3iuTqC6vV9FvUFu7N, NULL, NULL,20, AVSC, NULL
212,BD0493E1XPvAibaEXe/WTR5UGsYutA7PJ6yFCsBD, NULL, NULL,20, AVSC, NULL
213,21478CA5XPvAibaEXe87069oyWO+Ia90rjo5SvVw, NULL, NULL,21, AVSC, NULL
214,D6527C3BXPvAibaEXe9eYPx3anXXhH8it6AZlLzp, NULL, NULL,21, AVSC, NULL
215,CC6A9A36XPvAibaEXe87069oyWO+IdRQUNsRf3jJ, NULL, NULL,21, AVSC, NULL
216,84C35FAEXPvAibaEXe/BLy1WUS+NVj4ytGkizcS1, NULL, NULL,21, AVSC, NULL
217,1EDA2DA4XPvAibaEXe8lzySxhHiT0RqGwGqh/eBg, NULL, NULL,21, AVSC, NULL
220,DF522B8DXPvAibaEXe+zrGHfAUSFacLkM4T9DLZg, NULL, NULL,21, AVSC, NULL
221,58C3BAECXPvAibaEXe/jA2MATe6eKg/8OGy+CwwB, NULL, NULL,21, AVSC, NULL
222,604A61D2XPvAibaEXe+g2dQ0D263aZSBBb1uQ+ou, NULL, NULL,21, AVSC, NULL
223,4842D442XPvAibaEXe+wVOsoF63SsLCyCepkMYRu, NULL, NULL,21, AVSC, NULL
225,006E432EXPvAibaEXe8UGNMJasZG8PBqBoa4ReWL, NULL, NULL,21, AVSC, NULL
227,25E596D7XPvAibaEXe9W7fV/x7qyQKb8gpK3QObP, NULL, NULL,21, AVSC, NULL
229,28F6E5E2XPvAibaEXe8UBGVVSBKSkgHdFRn4cEDg, NULL, NULL,21, AVSC, NULL
230,7F57E0CAXPvAibaEXe9CJmVsz9P34gSFnyCRxpl4, NULL, NULL,21, AVSC, NULL
231,73EBC2A0XPvAibaEXe9A3Yjgh4iPfsTl7Hkve08O, NULL, NULL,21, AVSC, NULL
232,48685401XPvAibaEXe99yNsueYx+scOnjQSx4nXO, NULL, NULL,21, AVSC, NULL
234,2D14C10DXPvAibaEXe9XrYsEpevBo9IvzkP6Fz7n, NULL, NULL,22, AVSC, NULL
235,27DEED3DXPvAibaEXe+wVOsoF63SsFd2Mp70LIMr, NULL, NULL,22, AVSC, NULL
236,EE6BEA20XPvAibaEXe87qJpUsO6V7Q5qVfwmgf40, NULL, NULL,22, AVSC, NULL
237,85B8581AXPvAibaEXe9kJ+qYUUrp691e6albNlig, NULL, NULL,22, AVSC, NULL
238,3B582529XPvAibaEXe8FAisiSJM2IrqJDUgjWexI, NULL, NULL,22, AVSC, NULL
239,CE26DE57XPvAibaEXe/ns/wSuHF6kIdO4NoVtFhP, NULL, NULL,22, AVSC, NULL
240,3E7F9BAEXPvAibaEXe/PQrWCRBKWOXm6NoDezPNj, NULL, NULL,22, AVSC, NULL
241,923950A6XPvAibaEXe8UBGVVSBKSkqDyKnP1YxDR, NULL, NULL,22, AVSC, NULL
242,4CC723E2XPvAibaEXe876wt31yGPP6r9sXqNueqs, NULL, NULL,22, AVSC, NULL
243,10E59E76XPvAibaEXe998fVikzcJIr3mNM3FOo5P, NULL, NULL,22, AVSC, NULL
244,0B431A01XPvAibaEXe87069oyWO+IS0M6kVzLXKw, NULL, NULL,22, AVSC, NULL
246,148B0735XPvAibaEXe/PpYImsUfHqE1zMz8TOUpD, NULL, NULL,22, AVSC, NULL
247,45C1AE02XPvAibaEXe+Y2Dmraxe1iZRzEs93KNw/, NULL, NULL,22, AVSC, NULL
248,EA7B8E5FXPvAibaEXe8zjuWfAVBr9cS9jZZ7+sgV, NULL, NULL,22, AVSC, NULL
249,E402E8DCXPvAibaEXe876wt31yGPP/BDYut7u/p4, NULL, NULL,22, AVSC, NULL
250,843E09D5XPvAibaEXe+wVOsoF63SsA/SMCcbPHeo, NULL, NULL,22, AVSC, NULL
253,7B20E493XPvAibaEXe+LbmSTUWVMuONuSvs2x/3l, NULL, NULL,22, AVSC, NULL
254,106C1014XPvAibaEXe9CJmVsz9P34llPLLtWfMbO, NULL, NULL,22, AVSC, NULL
255,424EB384XPvAibaEXe/ns/wSuHF6kAg0pvH9yY1n, NULL, NULL,22, AVSC, NULL
256,6346E154XPvAibaEXe8enouoh243g/dhreMbu5xg, NULL, NULL,23, AVSC, NULL
257,E40D7555XPvAibaEXe+7uLWSh9XvQldFZO++DN6K, NULL, NULL,23, AVSC, NULL
258,9459651DXPvAibaEXe88L+jeN4TPm+kq8KkjBzW+, NULL, NULL,23, AVSC, NULL
259,DA535D84XPvAibaEXe/KpP1fV6ua5yY+4IoIEWJj, NULL, NULL,23, AVSC, NULL
260,3670B2F3XPvAibaEXe92Jin2iMtHCooAV2Og/xCx, NULL, NULL,23, AVSC, NULL
261,95812940XPvAibaEXe9OORQ1xsw6noRj8oxMKORS, NULL, NULL,23, AVSC, NULL
262,353291D0XPvAibaEXe+u8DuxWGTFfOeTkx29Aj4l, NULL, NULL,23, AVSC, NULL
263,178F60F5XPvAibaEXe9WgQQLl7rkk9xNzvD5m8xA, NULL, NULL,23, AVSC, NULL
264,7E5F0261XPvAibaEXe9x7FcJ6vxIP/wyKPNs2niT, NULL, NULL,23, AVSC, NULL
265,B2366359XPvAibaEXe8lzySxhHiT0abgjQcayJU6, NULL, NULL,23, AVSC, NULL
267,B76C034CXPvAibaEXe+7P4TS0/ikVaiShJPRi8D8, NULL, NULL,23, AVSC, NULL
268,EC385B25XPvAibaEXe+zrGHfAUSFaSWfOcnuwhIE, NULL, NULL,23, AVSC, NULL
